order_id,customer_id,order_date,status,shipping_method,payment_terms,department,shipping_address,shipping_city,shipping_postal_code,expected_delivery
SOc530188e,C7e45efe4,2023-08-06,Abgeschlossen,Standard,Net60,HR,Freudenbergerring 73,Soltau,63446,2023-08-13
SO00e78d12,C1e3f9dc2,2024-01-09,Abgeschlossen,Express,Immediate,HR,Schinkeplatz 6,Erbisdorf,56716,2024-01-17
SO36f089b7,C303ae767,2024-05-08,Abgeschlossen,Standard,Net45,Vertrieb,Ernst-Dieter-Gumprich-Platz 1,Zossen,68203,2024-05-11
SOb19003aa,Ca6fb2402,2023-03-19,Abgeschlossen,Standard,Immediate,HR,Bohlanderring 1,Riesa,83123,2023-03-31
SOc08c34b9,,2023-11-09,Abgeschlossen,Premium,Net60,IT,,,,2023-11-17
SO5984ca53,Cf27e6ab2,2024-01-15,Abgeschlossen,Economy,Immediate,Finanzen,Ebertgasse 72,Zschopau,76592,2024-01-29
SO26ac045f,C9d0a5534,2024-06-25,Abgeschlossen,Economy,Net30,Vertrieb,Kraushaarstr. 6,Böblingen,87815,2024-07-01
SOf2f28373,C476ce152,2024-02-10,Abgeschlossen,Economy,Net45,Finanzen,Steyweg 4/9,Bad Kissingen,42762,2024-02-19
SOa96f762e,C10539d6f,2023-01-16,In Bearbeitung,Economy,Net60,Vertrieb,Marika-Winkler-Ring 2,Gotha,24192,2023-01-26
SOd8ca6e5a,Cbbd2eaf2,2024-02-08,Storniert,Economy,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2024-02-19
SO0cb83188,,2023-05-21,Abgeschlossen,Express,Immediate,IT,,,,2023-05-31
SO0adeaca5,C0d6afa74,2023-05-16,Neu,Standard,Immediate,IT,Flantzgasse 45,Pirmasens,46243,2023-05-27
SO420b9f49,C78fffe3c,2023-04-25,In Bearbeitung,Express,Net45,Produktion,Finkeplatz 98,Lichtenfels,12425,2023-04-30
SOa6f8338a,Cfbe3e017,2023-10-21,Storniert,Economy,Net45,Finanzen,Peggy-Wernecke-Ring 491,Staßfurt,50173,2023-10-28
SOd1d35673,C149c3ed2,2023-07-05,Abgeschlossen,Express,Net45,Vertrieb,H.-Dieter-Preiß-Allee 26,Aue,84887,2023-07-15
SO602d4550,C70fc59a9,2023-02-27,In Bearbeitung,Economy,Net45,Produktion,Killerweg 9,Stollberg,26046,2023-03-03
SO9c1395a6,Cb7027054,2023-02-28,Abgeschlossen,Economy,Immediate,Finanzen,Casparplatz 16,Dachau,56541,2023-03-13
SOf99e4c42,Cf92b9ef9,2024-05-16,Abgeschlossen,Economy,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2024-05-26
SO4c5555ba,C12ba5ea5,2024-07-13,In Bearbeitung,Premium,Net45,Produktion,Ralf-Weinhold-Weg 860,Gunzenhausen,32754,2024-07-26
SOb6990e6a,C03a98fb3,2023-08-03,Abgeschlossen,Standard,Immediate,HR,Trubinstraße 5,Säckingen,51192,2023-08-12
SOb6aba0f9,C8edb23e1,2023-09-19,Abgeschlossen,Express,Net30,Finanzen,Patricia-Riehl-Straße 178,Gerolzhofen,98994,2023-10-03
SO61aa40ff,C7b948975,2023-09-29,In Bearbeitung,Economy,Net30,Produktion,Sibel-Hethur-Gasse 4/9,Greiz,31480,2023-10-11
SO074e5103,,2023-04-01,Storniert,Express,Net45,Finanzen,,,,2023-04-13
SO40b00d23,Ca6fb2402,2023-03-23,In Bearbeitung,Premium,Immediate,HR,Bohlanderring 1,Riesa,83123,2023-04-01
SO4659bf55,Cbbd2eaf2,2023-01-27,Abgeschlossen,Economy,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2023-02-08
SO4a64e655,Cf8b4383e,2024-12-11,Abgeschlossen,Economy,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-12-15
SO52c5da62,C50c4accc,2023-03-22,In Bearbeitung,Economy,Immediate,Vertrieb,Christian-van der Dussen-Gasse 2,Eisleben,03257,2023-04-05
SOaf4ca073,Ce17b4857,2023-07-03,Abgeschlossen,Standard,Immediate,Produktion,Gudegasse 35,Gerolzhofen,28992,2023-07-14
SObfd8f709,C33fee75a,2024-11-12,Abgeschlossen,Premium,Net60,Vertrieb,Suse-Trommler-Straße 57,Stollberg,55341,2024-11-20
SO9772181f,C6e1dd11f,2023-03-28,Abgeschlossen,Standard,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-04-01
SO5ddd3bda,Ca6fb2402,2023-02-25,In Bearbeitung,Standard,Immediate,HR,Bohlanderring 1,Riesa,83123,2023-03-01
SOfaf32dcb,Ced957276,2023-10-03,Abgeschlossen,Premium,Net60,Finanzen,Gießstr. 3,Ludwigslust,00247,2023-10-10
SOae45f143,C732530f3,2023-09-07,Neu,Premium,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2023-09-13
SO1c41bdf9,C70fc59a9,2024-01-05,Abgeschlossen,Express,Net45,Produktion,Killerweg 9,Stollberg,26046,2024-01-14
SOcfaa01b2,,2024-12-11,Abgeschlossen,Express,Net30,Vertrieb,,,,2024-12-22
SO10476f6d,C754b752d,2023-11-18,In Bearbeitung,Economy,Net60,Produktion,Edda-Dobes-Allee 47,Füssen,63264,2023-11-26
SO1d4fb555,C79696c5b,2023-07-10,In Bearbeitung,Economy,Net30,HR,Langernweg 00,Ebern,97027,2023-07-17
SOa59b4596,Ce80237a3,2023-04-30,Abgeschlossen,Standard,Net60,Finanzen,Krauseallee 86,Gadebusch,06411,2023-05-14
SO7a551462,C79696c5b,2023-12-16,Abgeschlossen,Standard,Net30,HR,Langernweg 00,Ebern,97027,2023-12-20
SOe5766ddb,,2024-05-15,Abgeschlossen,Premium,Net30,Vertrieb,,,,2024-05-23
SOa55fa219,C7b948975,2024-07-06,Abgeschlossen,Premium,Net30,Produktion,Sibel-Hethur-Gasse 4/9,Greiz,31480,2024-07-12
SO56cf428f,Ce02f09fc,2024-04-11,Neu,Express,Net30,Finanzen,Carmela-Hauffer-Allee 79,Nordhausen,10540,2024-04-18
SO9af56c11,Cf8b4383e,2024-03-22,Abgeschlossen,Economy,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-03-26
SO2a2aae8a,C4d8dda40,2023-07-06,Abgeschlossen,Standard,Net45,Finanzen,Elsa-Hauffer-Allee 53,Roth,87312,2023-07-15
SO3c7d2738,C924c7be9,2024-12-25,Storniert,Standard,Net45,Einkauf,Löfflergasse 1,Pegnitz,00641,2024-12-30
SO7a0a8584,C924c7be9,2024-07-07,Abgeschlossen,Standard,Net45,Einkauf,Löfflergasse 1,Pegnitz,00641,2024-07-15
SObde421e5,Cc5d4ef9a,2024-07-29,Abgeschlossen,Economy,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2024-08-03
SOe3d3a2db,C1d070d6e,2023-07-10,Abgeschlossen,Standard,Net60,Einkauf,Drubplatz 5/0,Marienberg,67927,2023-07-23
SO1fb71ffa,C3efad3f9,2023-06-30,In Bearbeitung,Premium,Net45,Einkauf,Schmidtkering 07,Bruchsal,20345,2023-07-12
SO1987e894,Ce11e2927,2024-05-09,Abgeschlossen,Standard,Net30,Einkauf,Schenkstraße 2/3,Genthin,92129,2024-05-20
SO1cbbf40b,Caad1aa13,2024-06-11,Storniert,Economy,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2024-06-25
SO0fd664e7,C1423b9b6,2024-10-15,Neu,Express,Immediate,Einkauf,Zirmeweg 3,Aue,78802,2024-10-24
SO426b9d22,Cccb7af4a,2024-12-08,Abgeschlossen,Express,Net30,Produktion,Gerhardt-Salz-Ring 7/8,Saarbrücken,43597,2024-12-15
SOe11bbbb0,Cbbd2eaf2,2024-05-16,Abgeschlossen,Express,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2024-05-21
SOc0411fb0,Ce475e957,2023-06-21,Abgeschlossen,Economy,Net30,Produktion,Ingeborg-Kroker-Straße 52,Donaueschingen,38965,2023-06-30
SOecd8386c,Ccb63ede4,2023-05-23,Abgeschlossen,Standard,Net60,Finanzen,Isabel-Fischer-Gasse 4,Göttingen,82330,2023-06-05
SO2f50f04e,,2023-12-03,Abgeschlossen,Premium,Net30,Produktion,,,,2023-12-08
SO963d2ab3,C118056f7,2023-06-08,In Bearbeitung,Premium,Net45,IT,Knut-Klemm-Allee 25,Nördlingen,19018,2023-06-15
SO2a386491,Cd6f978c2,2023-09-20,Abgeschlossen,Standard,Net30,IT,Andrzej-Kreusel-Weg 37,Wertingen,67905,2023-10-02
SO94e56565,C0d6afa74,2023-09-16,Storniert,Standard,Immediate,IT,Flantzgasse 45,Pirmasens,46243,2023-09-30
SO0624ac45,Cc5d4ef9a,2024-02-12,Abgeschlossen,Economy,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2024-02-15
SOd6df1e44,C1d5b10d8,2023-12-05,Abgeschlossen,Premium,Net60,Finanzen,Trüballee 8,Garmisch-Partenkirchen,65226,2023-12-09
SOff7758b3,C37903667,2024-04-07,Abgeschlossen,Premium,Immediate,Vertrieb,Rolf-Dieter-Otto-Straße 02,Fallingbostel,69611,2024-04-18
SO241319e6,C2745d577,2023-08-06,In Bearbeitung,Premium,Net30,Einkauf,Lindnerstraße 3,Lichtenfels,80488,2023-08-17
SOe0900fd9,Caad1aa13,2024-06-25,Abgeschlossen,Premium,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2024-07-09
SO3ff2d7d5,C6e1dd11f,2023-06-10,In Bearbeitung,Express,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-06-16
SO1bd6393a,C967d50a7,2024-04-04,Abgeschlossen,Economy,Net60,Produktion,Stefani-Trubin-Gasse 08,Bützow,31958,2024-04-08
SOac53246c,,2023-11-11,Abgeschlossen,Express,Net45,Vertrieb,,,,2023-11-15
SOb12b43c7,C18e0e6ec,2024-07-03,Abgeschlossen,Premium,Immediate,IT,Karzstraße 1/6,Soltau,27322,2024-07-11
SOc0158968,C75f9d5e2,2023-04-26,Neu,Premium,Net45,IT,Catrin-Stolze-Weg 2,Naila,97646,2023-05-09
SO528f3242,C5faf8fa4,2024-10-13,Abgeschlossen,Express,Immediate,Produktion,Margrafring 4,Eisleben,58853,2024-10-22
SO19f668f5,C7e45efe4,2023-08-01,In Bearbeitung,Express,Net60,HR,Freudenbergerring 73,Soltau,63446,2023-08-06
SO94249511,,2023-03-31,Abgeschlossen,Economy,Immediate,Vertrieb,,,,2023-04-06
SOb1cec40a,C1e3f9dc2,2024-10-22,In Bearbeitung,Standard,Immediate,HR,Schinkeplatz 6,Erbisdorf,56716,2024-11-03
SO78fcc75b,C9a904d0d,2024-07-05,Abgeschlossen,Express,Immediate,Einkauf,Elly-Reising-Weg 62,Emmendingen,60774,2024-07-15
SOcef06fbd,Cd492f8b7,2023-02-01,Abgeschlossen,Economy,Net60,Vertrieb,Dimitrios-Otto-Platz 6,Hansestadttralsund,87920,2023-02-13
SO242b3870,Cc5d4ef9a,2023-07-28,Abgeschlossen,Premium,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2023-08-09
SOa87701b5,Ce6a2c2b8,2023-09-27,Abgeschlossen,Standard,Net60,IT,Theresia-Lübs-Platz 0,Wertingen,80053,2023-10-01
SO03f3a76b,C0641716f,2023-11-21,In Bearbeitung,Express,Net30,Produktion,Friedericke-Stoll-Platz 8,Olpe,72629,2023-12-04
SO7392a394,,2024-10-28,Abgeschlossen,Premium,Immediate,HR,,,,2024-11-08
SO23c75908,C138a901b,2023-12-23,Abgeschlossen,Express,Net30,Finanzen,Junckenstraße 1/9,Amberg,22886,2024-01-01
SO976e4adf,C1011d7bf,2024-02-21,Abgeschlossen,Express,Net45,Produktion,Gina-Wilms-Ring 699,Stade,27017,2024-02-27
SO97730406,,2023-01-24,Abgeschlossen,Express,Immediate,IT,,,,2023-02-01
SO999f10ab,C99bf0109,2024-05-02,Abgeschlossen,Premium,Net30,IT,Dolores-Fiebig-Straße 572,Schwarzenberg,39271,2024-05-06
SOa227b222,C5bd787f1,2024-05-27,In Bearbeitung,Economy,Net30,Einkauf,Heinz-Gerd-Mangold-Allee 62,Hannover,61654,2024-06-07
SOeebc1190,C12619206,2023-11-04,Abgeschlossen,Standard,Net45,Produktion,Gudering 020,Riesa,15654,2023-11-08
SOe05fe18d,C6e3f51bd,2024-12-01,In Bearbeitung,Premium,Net60,Produktion,Junckenweg 60,Kötzting,26111,2024-12-05
SO406198d9,Cb7027054,2024-05-05,Abgeschlossen,Express,Immediate,Finanzen,Casparplatz 16,Dachau,56541,2024-05-12
SO20b4c80e,C5ba38685,2024-10-22,In Bearbeitung,Standard,Net30,Finanzen,Hans-Jochen-Stadelmann-Allee 8,Ansbach,01667,2024-11-03
SOa34f8544,Ca14a6d03,2024-06-07,Abgeschlossen,Express,Immediate,Einkauf,Henning-Hering-Weg 9/2,Strausberg,80979,2024-06-19
SO4e2c63c1,,2024-08-27,Abgeschlossen,Economy,Net60,Finanzen,,,,2024-09-09
SO4f414b63,C86091f04,2024-02-21,Abgeschlossen,Premium,Net60,Vertrieb,Belinda-Junitz-Platz 7,Berlin,98933,2024-02-28
SOcb34ff09,C7b5c9682,2023-08-21,In Bearbeitung,Express,Immediate,Finanzen,Gorlitzgasse 4/5,Parchim,28489,2023-08-27
SO4031ce57,C5ba38685,2024-08-17,Abgeschlossen,Premium,Net30,Finanzen,Hans-Jochen-Stadelmann-Allee 8,Ansbach,01667,2024-08-23
SO78046828,Cca4b662a,2023-04-08,Abgeschlossen,Premium,Immediate,Vertrieb,Sabrina-Rust-Straße 83,Gifhorn,77427,2023-04-19
SO49b915b0,Ce4454bbe,2024-06-05,Storniert,Premium,Net45,Produktion,Katarzyna-Tschentscher-Gasse 9/2,Büsingen am Hochrhein,10710,2024-06-08
SO7cae6d42,Ce36428f7,2023-03-08,Abgeschlossen,Premium,Immediate,HR,Schulzplatz 8,Tecklenburg,55706,2023-03-12
SOee28ce29,C7b948975,2023-07-13,Neu,Express,Net30,Produktion,Sibel-Hethur-Gasse 4/9,Greiz,31480,2023-07-26
SO426bba4b,C1dfe72e0,2024-07-15,Abgeschlossen,Premium,Net60,Vertrieb,Cläre-Trupp-Allee 266,Vilsbiburg,50984,2024-07-20
SO606626fe,C138a901b,2024-08-07,Abgeschlossen,Standard,Net30,Finanzen,Junckenstraße 1/9,Amberg,22886,2024-08-19
SO1b1d8a84,,2023-12-28,In Bearbeitung,Economy,Net60,Einkauf,,,,2024-01-06
SOd3c26d1c,Cc5d4ef9a,2024-11-04,Storniert,Standard,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2024-11-12
SOaa43ec04,C6e1dd11f,2024-10-06,Neu,Express,Net45,IT,Mansgasse 8/3,Mayen,96366,2024-10-16
SO5ff6bd86,Cb4400cf7,2023-08-17,Abgeschlossen,Express,Net45,Finanzen,Butteweg 533,Luckenwalde,22352,2023-08-26
SObb36a3ed,C732530f3,2023-10-13,Storniert,Premium,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2023-10-22
SOe88655ca,C9670ea64,2023-11-14,Neu,Economy,Net60,Vertrieb,Nermin-Hövel-Ring 6/5,Anklam,32787,2023-11-19
SO9fe2fad1,C3cc6e59d,2024-10-21,Storniert,Standard,Net45,IT,Fred-Scheuermann-Weg 711,Böblingen,55971,2024-10-25
SO6c3c52e0,Ce17b4857,2023-01-05,Neu,Economy,Immediate,Produktion,Gudegasse 35,Gerolzhofen,28992,2023-01-12
SO6780325b,Cbbd2eaf2,2023-03-24,Abgeschlossen,Standard,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2023-04-04
SOf9b65dd4,Cc1fa55aa,2023-03-01,Neu,Economy,Immediate,Einkauf,Janette-Ebert-Platz 71,Eichstätt,83282,2023-03-12
SO78a7da77,C04fc253d,2024-08-31,In Bearbeitung,Express,Net60,IT,Scheibeplatz 41,Grimmen,27826,2024-09-08
SO468d5863,C04fc253d,2023-02-24,Abgeschlossen,Premium,Net60,IT,Scheibeplatz 41,Grimmen,27826,2023-03-04
SO13b83a35,C2b4198e0,2024-10-06,Abgeschlossen,Premium,Net60,IT,Scholzallee 6,Hechingen,09114,2024-10-13
SOf4476f34,C3f843499,2023-01-13,Neu,Standard,Immediate,Finanzen,Siegmar-Dörr-Allee 45,Ingolstadt,72649,2023-01-25
SO2a88f46b,C9e5706df,2024-07-13,Abgeschlossen,Standard,Net30,IT,Slavko-Mälzer-Allee 44,Kitzingen,47055,2024-07-27
SO386390c3,,2023-09-15,Abgeschlossen,Economy,Net30,Finanzen,,,,2023-09-20
SO60ae0628,C7b5c9682,2023-10-11,Abgeschlossen,Economy,Immediate,Finanzen,Gorlitzgasse 4/5,Parchim,28489,2023-10-22
SOad808c09,C4fe20e66,2023-07-28,In Bearbeitung,Standard,Net30,Vertrieb,Hettnerweg 79,Lübben,11491,2023-08-06
SO9f366f79,Cf8b4383e,2024-04-24,Abgeschlossen,Standard,Immediate,Finanzen,Stumpfstr. 5/3,Calau,17276,2024-04-28
SO1902b3cd,C791dd684,2024-09-01,Storniert,Standard,Immediate,IT,Ruthild-Trommler-Platz 271,Chemnitz,36295,2024-09-05
SOc427a8c3,C22dc1560,2023-07-04,Abgeschlossen,Express,Net45,Einkauf,Emilia-Holzapfel-Gasse 0,Bergzabern,86309,2023-07-16
SO479cfe00,Cf92b9ef9,2024-07-10,Abgeschlossen,Standard,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2024-07-18
SO1167a446,,2023-07-31,Abgeschlossen,Economy,Net45,Einkauf,,,,2023-08-03
SOef74ccc4,Cc4b33ba9,2023-09-23,Neu,Express,Net45,Einkauf,Maria-Loos-Ring 39,Osterburg,62204,2023-09-29
SO29304685,C73e2fe44,2024-08-09,Neu,Standard,Net30,Einkauf,Hansjürgen-Stiffel-Gasse 76,Mallersdorf,05293,2024-08-21
SOa42eb2a2,,2023-03-17,Abgeschlossen,Economy,Net30,IT,,,,2023-03-24
SO2d9d5462,,2024-11-24,In Bearbeitung,Economy,Net60,Finanzen,,,,2024-12-02
SOe13df3cd,Cf27e6ab2,2024-12-14,Abgeschlossen,Economy,Immediate,Finanzen,Ebertgasse 72,Zschopau,76592,2024-12-20
SOd91cb917,Cf2dabd90,2024-06-29,Abgeschlossen,Economy,Net30,IT,Roselinde-Hoffmann-Gasse 2,Bogen,37255,2024-07-07
SO3e936d21,C2b4198e0,2024-12-10,In Bearbeitung,Economy,Net60,IT,Scholzallee 6,Hechingen,09114,2024-12-21
SOabb77d20,C2745d577,2023-06-10,Abgeschlossen,Standard,Net30,Einkauf,Lindnerstraße 3,Lichtenfels,80488,2023-06-18
SOb4428841,Ce17b4857,2023-06-09,Storniert,Economy,Immediate,Produktion,Gudegasse 35,Gerolzhofen,28992,2023-06-14
SO43387e3a,C074fd1fe,2024-06-26,Abgeschlossen,Economy,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-07-05
SO1bbbbce6,C414c6e9c,2023-04-17,Abgeschlossen,Standard,Net60,HR,Jacqueline-Albers-Ring 1,Bremervörde,94877,2023-04-26
SOc482b59e,C18e0e6ec,2024-04-08,In Bearbeitung,Standard,Immediate,IT,Karzstraße 1/6,Soltau,27322,2024-04-16
SO0c34e9df,,2023-01-07,In Bearbeitung,Premium,Net45,Finanzen,,,,2023-01-17
SO438b44de,C9694b874,2024-06-24,Abgeschlossen,Economy,Immediate,HR,Weinhagegasse 2/7,Holzminden,70215,2024-06-28
SO4495745c,C868f6ecf,2024-04-26,Abgeschlossen,Economy,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2024-04-29
SOcb993e06,Cc5d4ef9a,2023-09-18,Storniert,Economy,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2023-09-27
SOedce66ae,Cb66030de,2024-06-01,Storniert,Standard,Immediate,HR,Benita-Hahn-Gasse 0,Olpe,39057,2024-06-04
SO6561fbbb,Ce36428f7,2024-11-24,Abgeschlossen,Premium,Immediate,HR,Schulzplatz 8,Tecklenburg,55706,2024-12-04
SO1d9f7811,C138a901b,2023-03-10,Storniert,Express,Net30,Finanzen,Junckenstraße 1/9,Amberg,22886,2023-03-18
SO6abd2a23,C6e1dd11f,2023-07-23,Neu,Standard,Net45,IT,Mansgasse 8/3,Mayen,96366,2023-08-02
SO2e81b158,Cfa474de8,2024-04-02,In Bearbeitung,Economy,Net30,Einkauf,Gerti-Hornig-Ring 20,Artern,32059,2024-04-14
SO9e18305c,C0b7bb4bc,2023-07-07,In Bearbeitung,Standard,Net60,IT,Veronica-Gunpf-Ring 1/4,Regensburg,41895,2023-07-21
SO97ebe642,,2023-05-26,Abgeschlossen,Premium,Net30,Produktion,,,,2023-05-29
SOd12f060f,C846484d1,2024-01-04,Abgeschlossen,Premium,Net60,Vertrieb,Ortwin-Weiß-Gasse 690,Viersen,33241,2024-01-16
SO13867181,Ce36428f7,2024-09-17,In Bearbeitung,Express,Immediate,HR,Schulzplatz 8,Tecklenburg,55706,2024-09-20
SO152ca405,C50c4accc,2023-09-28,Storniert,Standard,Immediate,Vertrieb,Christian-van der Dussen-Gasse 2,Eisleben,03257,2023-10-05
SO4bbf87aa,Cf6f02706,2023-11-18,Abgeschlossen,Express,Net30,HR,Monja-Linke-Platz 9/4,Jena,23885,2023-11-27
SOd07d979e,,2023-08-20,Neu,Economy,Net60,Finanzen,,,,2023-09-03
SOb0c0f45c,Ce475e957,2024-05-24,Storniert,Economy,Net30,Produktion,Ingeborg-Kroker-Straße 52,Donaueschingen,38965,2024-05-27
SO826e489c,C42e5a792,2023-05-03,Abgeschlossen,Express,Net60,Einkauf,Zahnring 6,Sonneberg,58768,2023-05-12
SO08932a82,C924c7be9,2023-07-30,Neu,Express,Net45,Einkauf,Löfflergasse 1,Pegnitz,00641,2023-08-13
SO0c1d8e50,C38361d92,2023-08-05,Abgeschlossen,Economy,Net45,Vertrieb,Inge-Vollbrecht-Straße 5/7,Wesel,78380,2023-08-14
SO61b702de,C9670ea64,2024-10-20,Abgeschlossen,Standard,Net60,Vertrieb,Nermin-Hövel-Ring 6/5,Anklam,32787,2024-10-31
SO9a605fe5,,2024-07-03,Abgeschlossen,Standard,Immediate,Produktion,,,,2024-07-10
SO00fd679c,,2024-01-23,Abgeschlossen,Express,Immediate,HR,,,,2024-01-31
SO857c71f7,Cf02cd960,2024-11-15,Abgeschlossen,Premium,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2024-11-18
SO5b1d7dae,Cd6f978c2,2024-08-06,Abgeschlossen,Express,Net30,IT,Andrzej-Kreusel-Weg 37,Wertingen,67905,2024-08-12
SO7978a422,Cda8e4736,2023-09-15,Abgeschlossen,Standard,Immediate,Vertrieb,Mirjam-Aumann-Allee 97,Oberviechtach,56295,2023-09-23
SO3e1e0a13,C6e1dd11f,2024-10-11,Abgeschlossen,Standard,Net45,IT,Mansgasse 8/3,Mayen,96366,2024-10-20
SO8364599d,Cf4a92678,2023-12-01,In Bearbeitung,Economy,Net30,Vertrieb,Mälzerstraße 2/9,Pirmasens,54479,2023-12-09
SO647858d6,Ce6a2c2b8,2024-03-25,Abgeschlossen,Express,Net60,IT,Theresia-Lübs-Platz 0,Wertingen,80053,2024-04-07
SO70531f6d,C724c4e71,2023-07-14,Abgeschlossen,Express,Net30,IT,Cornelia-Stumpf-Straße 3,Tirschenreuth,89544,2023-07-18
SO6fd4e360,,2024-09-09,Abgeschlossen,Premium,Net60,Vertrieb,,,,2024-09-16
SO560933b4,C82cd3970,2023-12-24,Abgeschlossen,Economy,Immediate,Einkauf,Gerta-Schottin-Platz 7/3,Dessau,70013,2024-01-01
SObf20ad7e,Cbab00c56,2024-10-11,Neu,Economy,Net30,Produktion,Ottostraße 3/7,Rudolstadt,74612,2024-10-20
SO20c772ef,C5faf8fa4,2023-09-02,Abgeschlossen,Economy,Immediate,Produktion,Margrafring 4,Eisleben,58853,2023-09-11
SO04a3bf0e,,2024-08-31,Storniert,Express,Net30,Einkauf,,,,2024-09-03
SOb7b7454f,Cdf1d8dba,2023-08-25,Abgeschlossen,Premium,Net30,Produktion,Jan-Peter-Graf-Straße 44,Erbisdorf,63899,2023-09-03
SOe998cc60,C4c2e5d03,2023-10-19,In Bearbeitung,Economy,Net30,Vertrieb,Wulffstraße 176,Hildburghausen,60665,2023-10-23
SO428b3bd5,Cbbd2eaf2,2024-11-27,Abgeschlossen,Premium,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2024-12-08
SO8f22c3b1,Cb66030de,2023-10-11,Abgeschlossen,Economy,Immediate,HR,Benita-Hahn-Gasse 0,Olpe,39057,2023-10-23
SO7a5cb415,C3a861bec,2023-05-22,In Bearbeitung,Economy,Immediate,Produktion,Keudelstr. 404,Tübingen,80401,2023-05-27
SOa2874605,C4c2e5d03,2023-06-11,Abgeschlossen,Economy,Net30,Vertrieb,Wulffstraße 176,Hildburghausen,60665,2023-06-20
SO298e02fb,C9f23f455,2024-01-22,Abgeschlossen,Economy,Net60,Vertrieb,Urte-Trüb-Allee 8/1,Wetzlar,06259,2024-01-29
SO47641c88,C5c74d310,2024-03-23,Neu,Express,Net45,HR,Laszlo-Beer-Allee 5/5,Lübz,64486,2024-04-04
SO5fc97471,Cf92b9ef9,2023-07-25,Abgeschlossen,Express,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2023-08-03
SObd21ea58,C6e3f51bd,2023-10-01,Abgeschlossen,Premium,Net60,Produktion,Junckenweg 60,Kötzting,26111,2023-10-13
SOaedaa448,Cdd38e6d1,2023-09-24,Abgeschlossen,Economy,Net45,Vertrieb,Hölzenbecherstraße 979,Gera,33658,2023-09-29
SOf72e760a,C18de9483,2024-06-02,Abgeschlossen,Economy,Immediate,HR,Änne-Finke-Gasse 846,Böblingen,23001,2024-06-10
SOcb6c53dc,C3eb6018e,2023-03-04,Neu,Standard,Immediate,Einkauf,Ian-Schmiedt-Ring 318,Hechingen,54916,2023-03-18
SO378a7d88,Cca4b662a,2024-10-03,In Bearbeitung,Premium,Immediate,Vertrieb,Sabrina-Rust-Straße 83,Gifhorn,77427,2024-10-15
SO04b1702b,C3f13b32e,2023-10-07,Abgeschlossen,Standard,Immediate,Finanzen,Zobelplatz 505,Illertissen,90367,2023-10-21
SO62d6ebac,C3a2079e7,2023-05-22,Abgeschlossen,Standard,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2023-06-05
SO279aa4ea,Ce80237a3,2024-06-08,Abgeschlossen,Economy,Net60,Finanzen,Krauseallee 86,Gadebusch,06411,2024-06-14
SO966e9a12,C13afda51,2024-09-23,Neu,Premium,Immediate,Finanzen,Stadelmannring 7/5,Luckenwalde,04063,2024-10-01
SOca55b40c,,2023-03-12,Abgeschlossen,Express,Net60,Vertrieb,,,,2023-03-15
SOb1a32336,Cf3039fb6,2024-08-07,In Bearbeitung,Standard,Net45,Produktion,Dehmelgasse 8,Tübingen,62313,2024-08-16
SObbcf3819,C0cb40719,2023-09-14,Abgeschlossen,Premium,Immediate,IT,Heide-Henschel-Weg 24,Eichstätt,70502,2023-09-20
SO1b4085e6,C846484d1,2024-05-22,Abgeschlossen,Premium,Net60,Vertrieb,Ortwin-Weiß-Gasse 690,Viersen,33241,2024-05-25
SO13bc98b8,C9694b874,2023-09-04,In Bearbeitung,Premium,Immediate,HR,Weinhagegasse 2/7,Holzminden,70215,2023-09-12
SOf4862ffb,C8edb23e1,2023-06-18,In Bearbeitung,Express,Net30,Finanzen,Patricia-Riehl-Straße 178,Gerolzhofen,98994,2023-06-30
SO91750b2e,Caad1aa13,2023-11-18,Abgeschlossen,Express,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2023-12-02
